2024-12-19 11:02:20,195 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@481a996b: startup date [Thu Dec 19 11:02:20 CET 2024]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2024-12-19 11:02:20,800 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/home/mra4306/Documents/Annee2/Intergiciels/TP2/jms-subject/apache-activemq-5.14.0/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2024-12-19 11:02:21,268 | INFO  | PListStore:[/home/mra4306/Documents/Annee2/Intergiciels/TP2/jms-subject/apache-activemq-5.14.0/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2024-12-19 11:02:21,395 | INFO  | Apache ActiveMQ 5.14.0 (localhost, ID:kenobi.enseeiht.fr-40055-1734602541277-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2024-12-19 11:02:21,407 | INFO  | Listening for connections at: tcp://kenobi.enseeiht.fr:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2024-12-19 11:02:21,441 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2024-12-19 11:02:21,444 | INFO  | Listening for connections at: amqp://kenobi.enseeiht.fr:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2024-12-19 11:02:21,445 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2024-12-19 11:02:21,449 | INFO  | Listening for connections at: stomp://kenobi.enseeiht.fr:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2024-12-19 11:02:21,450 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2024-12-19 11:02:21,455 | INFO  | Listening for connections at: mqtt://kenobi.enseeiht.fr:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2024-12-19 11:02:21,456 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2024-12-19 11:02:21,672 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@4a1e3ac1{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2024-12-19 11:02:21,728 | INFO  | Listening for connections at ws://kenobi.enseeiht.fr:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2024-12-19 11:02:21,728 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2024-12-19 11:02:21,729 | INFO  | Apache ActiveMQ 5.14.0 (localhost, ID:kenobi.enseeiht.fr-40055-1734602541277-0:1) started | org.apache.activemq.broker.BrokerService | main
2024-12-19 11:02:21,730 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2024-12-19 11:02:22,083 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2024-12-19 11:02:22,172 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2024-12-19 11:02:22,173 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2024-12-19 11:02:22,200 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2024-12-19 11:02:22,364 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2024-12-19 11:02:22,398 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2024-12-19 11:46:52,208 | WARN  | Transport Connection to: tcp://127.0.0.1:49550 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:49550@61616
2024-12-19 11:46:53,200 | WARN  | Transport Connection to: tcp://127.0.0.1:49548 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:49548@61616
2024-12-19 11:47:49,573 | WARN  | Transport Connection to: tcp://147.127.133.200:34442 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///147.127.133.200:34442@61616
2024-12-19 11:47:50,350 | WARN  | Transport Connection to: tcp://147.127.133.200:34440 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///147.127.133.200:34440@61616
2024-12-19 11:47:59,303 | WARN  | Transport Connection to: tcp://127.0.0.1:49580 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:49580@61616
2024-12-19 11:52:16,897 | WARN  | Transport Connection to: tcp://127.0.0.1:49582 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:49582@61616
